clip,speaker,language,transcript,chars,duration_sec,rms,clipped_fraction,chars_per_sec,ok,reason
tortoise_111627_00001.wav,111627,hi,libar ophis calc men formoolaa aur functions par spoken tutorial men aapkaa svagaat hai,87,13.28,0.2917787432670593,0.0,6.6,True,
tortoise_121073_00002.wav,121073,hi,is tutorial men ham in baare men seekhenge: conditional operator if or statement basic statistic functions sankhyaaon kaa poornan,129,15.594666666666667,0.32679784297943115,0.0,8.3,True,
tortoise_136325_00003.wav,136325,hi,ham basic arithmetic operators laagoo karnaa jaise jornaa ghataanaa aur data kaa ausat nikaalnaa pahle hee seekh chuke hain,123,15.872,0.34009653329849243,0.0,7.7,True,
tortoise_146859_00004.wav,146859,hi,ab kuchh aur laabhdaayak operators ke baare men seekhte hain,60,5.0986666666666665,0.11380565166473389,0.0,11.8,True,
tortoise_165325_00005.wav,165325,hi,ek bahut hee saamaanyatah istemaal kiye jaane vaalaa operator hai conditional operator,86,7.616,0.23897500336170197,0.0,11.3,True,
tortoise_175522_00006.wav,175522,hi,conditional operators upyogkartaa dvaaraa data par laagoo condition ko jaanchate hain,85,13.184,0.35084906220436096,0.0,6.4,True,
tortoise_232748_00007.wav,232748,hi,aur phir uttar boolean men pradarshit kartaa haishee yaa galat,62,9.888,0.35322052240371704,0.0,6.3,True,
tortoise_238121_00008.wav,238121,hi,yahaan cost sheershak ke neeche hamne kaee saaree vastuon kee keemat ko soocheebaddh kiyaa hai,94,9.376,0.187924325466156,0.0,10.0,True,
tortoise_386410_00009.wav,386410,hi,in par conditional operators laagoo karen aur uttar kaa vishleshan karen,72,10.485333333333333,0.27567803859710693,0.0,6.9,True,
tortoise_541916_00010.wav,541916,hi,conditions kaa uttar is cell men laagoo hogaa aur pradarshit hogaa,66,8.906666666666666,0.20640648901462555,0.0,7.4,True,
tortoise_577537_00011.wav,577537,hi,house rent kaa kharch electricity bill se adhik hai,51,4.405333333333333,0.3860860764980316,0.0,11.6,True,
tortoise_581145_00012.wav,581145,hi,ham in par vibhinn conditions ko laagoo kar sakte hain aur uttar jaanch sakte hain,82,8.682666666666666,0.418495237827301,0.0,9.4,True,
tortoise_596505_00013.wav,596505,hi,isee prakaar se aap any conditional statements ko laagoo kar sakte hain aur uttar jaanch sakte hain,99,14.485333333333333,0.30118486285209656,0.0,6.8,True,
tortoise_945728_00014.wav,945728,hi,yah statements bahut hee laabhdaayak hote hain jab dher saare data ke saath kaary kar rahe hon,94,8.117333333333333,0.19701680541038513,0.0,11.6,True,
tortoise_976811_00015.wav,976811,hi,kandishan ke anusaar jo sahee hai vo uttar print karvaane ke lie aap detaa par if aur or kandishan istemaal kar sakte hain,122,14.805333333333333,0.17759720981121063,0.0,8.2,True,
tortoise_111627_00016.wav,111627,hi,ab conditional statement men chalie greater than ko less than men badalte hain aur enter kee dabaaen,100,7.7973333333333334,0.3528430461883545,0.0,12.8,True,
tortoise_121073_00017.wav,121073,hi,uttar khud hee positive men badal jaataa hai,44,3.7546666666666666,0.3284686803817749,0.0,11.7,True,
tortoise_136325_00018.wav,136325,hi,uttar phir se khud negative men badal jaataa hai,48,4.085333333333334,0.006260436959564686,0.0,11.7,False,near-silent (rms 0.0063)
tortoise_146859_00019.wav,146859,hi,aage kuchh arithmetic aur statistic functions seekhte hain,58,3.989333333333333,0.09379801154136658,0.0,14.5,True,
tortoise_165325_00020.wav,165325,hi,ab sum product aur quotient functions kaise sum karte hain yah jaanchane ke lie kuchh operations karte hain,107,7.424,0.18714486062526703,0.0,14.4,True,
tortoise_175522_00021.wav,175522,hi,ham is cell men uttar kee gannaa karenge,40,3.3813333333333335,0.3473163843154907,0.0,11.8,True,
tortoise_232748_00022.wav,232748,hi,aap isee prakaar se cells ke vibhinn prakaar bhee pravisht kar sakte hain,73,5.984,0.3119111955165863,0.0,12.2,True,
